ተላዘበ,V
ተላገበ,V
ተላገጸ,V
ተሓለለ,V
ተሓላለኸ,V
ተሓልወየ,V
ተሓምሸሸ,V
ተሓምበበ,V
ተሓረመ,V
ተሓስበ,V
ተሓበረ,V
ተሓበነ,V
ተሓባበረ,V
ተሓብአ,V
ተሓትመ,V
ተሓናፈጸ,V
ተሓንቀ,V
ተሓንገረ,V
ተሓወሰ,V
ተሓዋወሰ,V
ተሓዝለ,V
ተሓደሰ,V
ተሓጎሰ,V
ተሓጐሰ,V
ተመላለሰ,V
ተመልሰ,V
ተመልአ,V
ተመልከተ,V
ተመሓዘወ,V
ተመረቐ,V
ተመራስሐ,V
ተመርሐ,V
ተመርቀፈ,V
ተመርኮሰ,V
ተመርኰሰ,V
ተመርዓወ,V
ተመሰለ,V
ተመሰጠ,V
ተመሳሰለ,V
ተመሳቐለ,V
ተመስሐ,V
ተመሻኸነ,V
ተመሻጠረ,V
ተመቕለለ,V
ተመባጽዐ,V
ተመተ,V
ተመትከለ,V
ተመችአ,V
ተመነ,V
ተመነየ,V
ተመንወ,V
ተመንገወ,V
ተመኮረ,V
ተመኰረ,V
ተመኻኸረ,V
ተመዛበለ,V
ተመዛዘነ,V
ተመዝነ,V
ተመዝገበ,V
ተመያየጠ,V
ተመደበ,V
ተመገበ,V
ተመጣጠነ,V
ተማህለለ,V
ተማህረ,V
ተማልአ,V
ተማሕጸነ,V
ተማረረ,V
ተማትአ,V
ተማኸረ,V
ተማጎተ,V
ተማጐተ,V
ተምበርከኸ,V
ተሞከረ,V
ተረሓሓቐ,V
ተረረ,V
ተረሳሰነ,V
ተረስዐ,V
ተረበሸ,V
ተረበጸ,V
ተረከበ,V
ተረኸበ,V
ተረኽበ,V
ተረዳድአ,V
ተረድአ,V
ተረፈ,V
ተራቐቐ,V
ተራብሐ,V
ተራኸበ,V
ተራድአ,V
ተራገመ,V
ተራጸመ,V
ተርብዐ,V
ተርከሰ,V
ተርግአ,V
ተርጐመ,V
ተሰማምዐ,V
ተሰምዐ,V
ተሰርሐ,V
ተሰርዐ,V
ተሰቐለ,V
ተሰበረ,V
ተሰባበረ,V
ተሰነየ,V
ተሰነፈ,V
ተሰናበተ,V
ተሰናጠቐ,V
ተሰከመ,V
ተሰደ,V
ተሰደደ,V
ተሰገጠ,V
ተሰጥሐ,V
ተሳለየ,V
ተሳሓቐ,V
ተሳሕበ,V
ተሳቐየ,V
ተሳበረ,V
ተሳተፈ,V
ተሳነየ,V
ተሳእለ,V
ተሳዕረ,V
ተሳየፈ,V
ተስሓበ,V
ተሸለመ,V
ተሸማረረ,V
ተሸምቀቐ,V
ተሸርበ,V
ተሸቑረረ,V
ተሸበረ,V
ተሸባሸበ,V
ተሸንከረ,V
ተሸከመ,V
ተሸኰለ,V
ተሸኽለ,V
ተሸዃዅዐ,V
ተሸጐረ,V
ተሸጐጠ,V
ተሸጠ,V
ተሻቐለ,V
ተሻበነ,V
ተቐላጠፈ,V
ተቐልቀለ,V
ተቐልዐ,V
ተቐመጠ,V
ተቐራረበ,V
ተቐርቀረ,V
ተቐበለ,V
ተቐንዘወ,V
ተቐዝሐ,V
ተቐየመ,V
ተቐያየረ,V
ተቐደ,V
ተቐደደ,V
ተቐዳደመ,V
ተቐጠበ,V
ተቐጽዐ,V
ተቓለሰ,V
ተቓረበ,V
ተቓረነ,V
ተቓቐረ,V
ተቓተወ,V
ተቓወመ,V
ተቓደወ,V
ተቓጸለ,V
ተቓጸወ,V
ተቓጸየ,V
ተቖጠበ,V
ተቖጻጸረ,V
ተቘላዓጸ,V
ተቘናጀወ,V
ተቘጠበ,V
ተቘጥዐ,V
ተቘጻጸረ,V
ተቛየቐ,V
ተቝልዐ,V
ተበለጸ,V
ተበላልዐ,V
ተበላሓተ,V
ተበላሸወ,V
ተበልዐ,V
ተበራረየ,V
ተበራበረ,V
ተበርዓነ,V
ተበርጠጠ,V
ተበቀለ,V
ተበቆጸ,V
ተበተነ,V
ተበታተነ,V
ተበከለ,V
ተበገሰ,V
ተበጽሐ,V
ተባህለ,V
ተባረረ,V
ተባርዐ,V
ተባዝሐ,V
ተባደለ,V
ተብዐ,V
ተተሓሓዘ,V
ተተርጐመ,V
ተተስፈወ,V
ተተነወ,V
ተተናኾለ,V
ተተንከፈ,V
ተተኮሰ,V
ተተኰሰ,V
ተተዐ,V
ተታሕዘ,V
ተታተየ,V
ተታኸሰ,V
ተነቘተ,V
ተነቝተ,V
ተነበየ,V
ተነዓዓበ,V
ተነዝሐ,V
ተነዝነዘ,V
ተነግረ,V
ተነጸለ,V
ተነጸረ,V
ተነፍሐ,V
ተናስሐ,V
ተናኸሰ,V
ተናወጸ,V
ተናዘዘ,V
ተናገፈ,V
ተናጎጸ,V
ተናጐጸ,V
ተናፈጠ,V
ተንሰአ,V
ተንሳፈፈ,V
ተንስአ,V
ተንቀሳቐሰ,V
ተንቀጥቀጠ,V
ተንበየ,V
ተንከየ,V
ተንከፈ,V
ተንዐ,V
ተንጠልጠለ,V
ተንፈጥፈጠ,V
ተኣልከ,V
ተኣመነ,V
ተኣማመነ,V
ተኣሳሰረ,V
ተኣስረ,V
ተኣነነ,V
ተኣከበ,V
ተኣወደ,V
ተኣወጀ,V
ተኣዘዘ,V
ተኣደበ,V
ተከበ,V
ተከዘ,V
ተክአ,V
ተኮሰ,V
ተኰሰ,V
ተኸለ,V
ተኸላኸለ,V
ተኸራኸረ,V
ተኸተለ,V
ተኸታተለ,V
ተኸናኸነ,V
ተኸወለ,V
ተኸየፈ,V
ተኸደነ,V
ተኸድነ,V
ተኸፋፈለ,V
ተኸፍለ,V
ተኻሕሰ,V
ተኻረየ,V
ተኻትዐ,V
ተኻእለ,V
ተኻየደ,V
ተኻፈለ,V
ተኽተኸ,V
ተኽአ,V
ተኾሓሓለ,V
ተዀሓሓለ,V
ተዀርመየ,V
ተዀበ,V
ተዀተዀ,V
ተዀናተረ,V
ተዀየ,V
ተዃሸመ,V
ተዃተዀ,V
ተወሃሃበ,V
ተወሃሃደ,V
ተወላወለ,V
ተወልደ,V
ተወረረ,V
ተወራረደ,V
ተወስደ,V
ተወንጨፈ,V
ተወከሰ,V
ተወዓዓለ,V
ተወዛወዘ,V
ተወዳደረ,V
ተወድዐ,V
ተወግረ,V
ተወግአ,V
ተወጠመ,V
ተወጠረ,V
ተወጥሐ,V
ተወጸለ,V
ተዋሃሃደ,V
ተዋሃደ,V
ተዋህበ,V
ተዋሓሰ,V
ተዋሕጠ,V
ተዋረደ,V
ተዋሰነ,V
ተዋስአ,V
ተዋነየ,V
ተዋዘየ,V
ተዋገየ,V
ተዓለመ,V
ተዓልወ,V
ተዓምጸጸ,V
ተዓረቐ,V
ተዓራረኸ,V
ተዓቐበ,V
ተዓቖበ,V
ተዓብሰ,V
ተዓንቀፈ,V
ተዓዃለለ,V
ተዓወተ,V
ተዓዘበ,V
ተዓዝረ,V
ተዓደየ,V
ተዓገሰ,V
ተዓግተ,V
ተዓጻጸፈ,V
ተዓጽፈ,V
ተዘራረበ,V
ተዘርዘረ,V
ተዘርግሐ,V
ተዛመደ,V
ተዛረበ,V
ተዛተየ,V
ተዛነየ,V
ተዛወረ,V
ተዛዘመ,V
ተደምደመ,V
ተደምጸ,V
ተደረኸ,V
ተደርገመ,V
ተደሰተ,V
ተደቕደቐ,V
ተደባለቐ,V
ተደነቐ,V
ተደናደነ,V
ተደገፈ,V
ተደግመ,V
ተደፍአ,V
ተዳለወ,V
ተዳረቐ,V
ተዳረተ,V
ተዳረገ,V
ተዳወበ,V
ተዳፈረ,V
ተጀሃረ,V
ተጃሃረ,V
ተገለለ,V
ተገልበጠ,V
ተገልገለ,V
ተገመተ,V
ተገምበወ,V
ተገረ,V
ተገረመ,V
ተገራጨወ,V
ተገባበረ,V
ተገብረ,V
ተገብአ,V
ተገንዘበ,V
ተገዛዝዐ,V
ተገደረ,V
ተገጣጠመ,V
ተጋህደ,V
ተጋሰሰ,V
ተጋወረ,V
ተጋገየ,V
ተጋጠመ,V
ተጋጨወ,V
ተግሀ,V
ተጎልበበ,V
ተጎራበተ,V
ተጎብአ,V
ተጎተተ,V
ተጎናጸፈ,V
ተጎናፈጠ,V
ተጐተተ,V
ተጓነጸ,V
ተጓነፈ,V
ተጓዓዘ,V
ተጓዕዘ,V
ተጓየየ,V
ተጠላለፈ,V
ተጠማመረ,V
ተጠምረ,V
ተጠምጠመ,V
ተጠርነቐ,V
ተጠርነፈ,V
ተጠቐመ,V
ተጠቓለለ,V
ተጠቕለለ,V
ተጠቕመ,V
ተጠቕዐ,V
ተጠናነገ,V
ተጠዓሰ,V
ተጠጠቐ,V
ተጣልዐ,V
ተጣመተ,V
ተጣርዐ,V
ተጣበቐ,V
ተጣበበ,V
ተጣዕሰ,V
ተጨምደደ,V
ተጨምገገ,V
ተጨቓጨቐ,V
ተጨበጠ,V
ተጨነቐ,V
ተጨደደ,V
ተጨፍለቐ,V
ተጸልወ,V
ተጸመመ,V
ተጸምቈ,V
ተጸቓቐጠ,V
ተጸቕጠ,V
ተጸበየ,V
ተጸንበረ,V
ተጸየቐ,V
ተጸየፈ,V
ተጸግዐ,V
ተጸጥሐ,V
ተጻልአ,V
ተጻረረ,V
ተጻረደ,V
ተጻረፈ,V
ተጻብአ,V
ተጻወረ,V
ተጻወተ,V
ተጻየፈ,V
ተፈለጠ,V
ተፈላለየ,V
ተፈላሰፈ,V
ተፈልጠ,V
ተፈስሀ,V
ተፈታተነ,V
ተፈትሐ,V
ተፈናጠቐ,V
ተፈናጨለ,V
ተፈንጠዘ,V
ተፈንጨለ,V
ተፈጀረ,V
ተፈገወ,V
ተፈጥረ,V
ተፈጸመ,V
ተፋሕሰ,V
ተፋረየ,V
ተፋተወ,V
ተፋጠጠ,V
ተፍአ,V
ቶኮሰ,V
ነሃረ,V
ነሰተ,V
ነስነሰ,V
ነቀወ,V
ነቐለ,V
ነቑሐ,V
ነቕሐ,V
ነቕነቐ,V
ነቕዐ,V
ነበረ,V
ነብሐ,V
ነብዐ,V
ነተጐ,V
ነቶገ,V
ነኣደ,V
ነከየ,V
ነኽአ,V
ነወመ,V
ነውሐ,V
ነዓቐ,V
ነዝነዘ,V
ነዝዐ,V
ነደቐ,V
ነደደ,V
ነድሐ,V
ነገረ,V
ነገፈ,V
ነጎደ,V
ነጐደ,V
ነጠረ,V
ነጠበ,V
ነጠፈ,V
ነጸየ,V
ነጸገ,V
ነጻጸለ,V
ነፈረ,V
ነፈሰ,V
ነፈየ,V
ነፈጸ,V
ነፍሐ,V
ናበየ,V
ናፈቐ,V
ኣሃየወ,V
ኣህለቐ,V
ኣህለኸ,V
ኣህረረ,V
ኣህሰሰ,V
ኣህደሰ,V
ኣህድአ,V
ኣህጠረ,V
ኣህፈፈ,V
ኣለ,V
ኣለለየ,V
ኣለመ,V
ኣለማመደ,V
ኣለምለመ,V
ኣለስለሰ,V
ኣለቅሐ,V
ኣለኸ,V
ኣለወጠ,V
ኣለዓዓለ,V
ኣለየ,V
ኣላለየ,V
ኣላመደ,V
ኣላሸወ,V
ኣላቅሐ,V
ኣላዓዓለ,V
ኣላዘበ,V
ኣላደየ,V
ኣላደደ,V
ኣላገሰ,V
ኣላገበ,V
ኣላገጸ,V
ኣላግዐ,V
ኣልሓመ,V
ኣልሓቐ,V
ኣልመሰ,V
ኣልመደ,V
ኣልመጸ,V
ኣልምዐ,V
ኣልቀሰ,V
ኣልቀቐ,V
ኣልበሰ,V
ኣልዓለ,V
ኣልዓበ,V
ኣልዓዓለ,V
ኣልዘበ,V
ኣልገሰ,V
ኣልገበ,V
ኣሓለለ,V
ኣሓርፈፈ,V
ኣሓየለ,V
ኣሓደሰ,V
ኣሓጎሰ,V
ኣሓጐሰ,V
ኣሕለፈ,V
ኣሕመቐ,V
ኣሕረረ,V
ኣሕረሰ,V
ኣሕረቐ,V
ኣሕሰመ,V
ኣሕሰረ,V
ኣሕቀቐ,V
ኣሕበረ,V
ኣሕበጠ,V
ኣሕነነ,V
ኣሕነኸ,V
ኣሕወየ,V
ኣሕዘነ,V
ኣሕደረ,V
ኣሕደገ,V
ኣሕጸረ,V
ኣሕፈረ,V
ኣሕፈሰ,V
ኣመላለሰ,V
ኣመልከተ,V
ኣመልክዐ,V
ኣመሓደረ,V
ኣመመ,V
ኣመረተ,V
ኣመራዓዓወ,V
ኣመሳመሰ,V
ኣመሳኸረ,V
ኣመስከረ,V
ኣመስገነ,V
ኣመሽመሸ,V
ኣመተ,V
ኣመቻቸወ,V
ኣመነ,V
ኣመንመነ,V
ኣመንገወ,V
ኣመንጨወ,V
ኣመኽነየ,V
ኣመዛበለ,V
ኣመዛዘነ,V
ኣመዝበለ,V
ኣመግደረ,V
ኣመጻረየ,V
ኣማህመነ,V
ኣማለደ,V
ኣማልአ,V
ኣማሓደረ,V
ኣማሕበረ,V
ኣማረረ,V
ኣማሰለ,V
ኣማሰነ,V
ኣማሰወ,V
ኣማስሐ,V
ኣማቐለ,V
ኣማትአ,V
ኣማኸረ,V
ኣማዓረየ,V
ኣማዕረየ,V
ኣማዕበለ,V
ኣማጽአ,V
ኣምለሰ,V
ኣምለቘ,V
ኣምለኸ,V
ኣምለጠ,V
ኣምሎቐ,V
ኣምሓለ,V
ኣምሓረ,V
ኣምሰለ,V
ኣምበረ,V
ኣምበርከኸ,V
ኣምከነ,V
ኣምከኸ,V
ኣምጽአ,V
ኣሞቐ,V
ኣሞገሰ,V
ኣረሳሰነ,V
ኣረሳስዐ,V
ኣረብረበ,V
ኣረየ,V
ኣረድአ,V
ኣረገ,V
ኣረጋገጸ,V
ኣራብሐ,V
ኣራኸሰ,V
ኣራኸበ,V
ኣራገፈ,V
ኣራጠጠ,V
ኣራጸመ,V
ኣርሓሰ,V
ኣርሓቐ,V
ኣርመመ,V
ኣርሰነ,V
ኣርስሐ,V
ኣርብሐ,V
ኣርነበ,V
ኣርኣየ,V
ኣርከሰ,V
ኣርከበ,V
ኣርክአ,V
ኣርወየ,V
ኣርደየ,V
ኣርገፈ,V
ኣርግአ,V
ኣርጎደ,V
ኣርጐደ,V
ኣሰለፈ,V
ኣሰላሰለ,V
ኣሰልከየ,V
ኣሰማምዐ,V
ኣሰምበረ,V
ኣሰረ,V
ኣሰረተ,V
ኣሰራሰረ,V
ኣሰራጠየ,V
ኣሰሰነ,V
ኣሰነየ,V
ኣሰነፈ,V
ኣሰናበተ,V
ኣሰናኸለ,V
ኣሰናድአ,V
ኣሰንበረ,V
ኣሰንበደ,V
ኣሰንከለ,V
ኣሰወነ,V
ኣሰጋገረ,V
ኣሳለጠ,V
ኣሳሰነ,V
ኣሳሰየ,V
ኣሳቐየ,V
ኣሳተፈ,V
ኣሳነየ,V
ኣሳወረ,V
ኣሳገረ,V
ኣስለለ,V
ኣስለዀ,V
ኣስለጠ,V
ኣስሎኸ,V
ኣስሓቐ,V
ኣስሓተ,V
ኣስመረ,V
ኣስረበ,V
ኣስረጸ,V
ኣስርሐ,V
ኣስቀለ,V
ኣስብሐ,V
ኣስተንፈሰ,V
ኣስተዀ,V
ኣስነቐ,V
ኣስኣነ,V
ኣስከረ,V
ኣስከነ,V
ኣስዓበ,V
ኣስድዐ,V
ኣስገረ,V
ኣስጠመ,V
ኣስፈረ,V
ኣስፈፈ,V
ኣስፍሐ,V
ኣሸቑረረ,V
ኣሸቕበጠ,V
ኣሸበረ,V
ኣሸነፈ,V
ኣሸገረ,V
ኣሸጠ,V
ኣሻቐለ,V
ኣሽረፈ,V
ኣሽክዐ,V
ኣሾምበበ,V
ኣቀላጠፈ,V
ኣቀባበለ,V
ኣቀባጠረ,V
ኣቀናደበ,V
ኣቃለለ,V
ኣቃለበ,V
ኣቃልዐ,V
ኣቃመመ,V
ኣቃደወ,V
ኣቃጠረ,V
ኣቃጸለ,V
ኣቆናጸበ,V
ኣቈራነየ,V
ኣቈናጀወ,V
ኣቈናጸበ,V
ኣቋረጸ,V
ኣቐልጠፈ,V
ኣቐመጠ,V
ኣቐምሰለ,V
ኣቐምዐ,V
ኣቐረበ,V
ኣቐረነ,V
ኣቐየመ,V
ኣቐየረ,V
ኣቐደመ,V
ኣቐጸለ,V
ኣቑሰለ,V
ኣቓነየ,V
ኣቓዘነ,V
ኣቕሃመ,V
ኣቕለለ,V
ኣቕለበ,V
ኣቕሓረ,V
ኣቕረበ,V
ኣቕረጸ,V
ኣቕሰነ,V
ኣቕበጸ,V
ኣቕነነ,V
ኣቕንዐ,V
ኣቕዘዘ,V
ኣቖመ,V
ኣቖንጀወ,V
ኣቖጥዐ,V
ኣቘመ,V
ኣበላሸወ,V
ኣበልጸገ,V
ኣበረኸ,V
ኣበራረየ,V
ኣበራበረ,V
ኣበራትዐ,V
ኣበርትዐ,V
ኣበርከተ,V
ኣበርዓነ,V
ኣበሰረ,V
ኣበሳበሰ,V
ኣበሳጨወ,V
ኣበየ,V
ኣበደ,V
ኣበገሰ,V
ኣበጻጽሐ,V
ኣባሕተወ,V
ኣባረረ,V
ኣባርዐ,V
ኣባኸነ,V
ኣባዝሐ,V
ኣባደመ,V
ኣባጨወ,V
ኣብለየ,V
ኣብልሐ,V
ኣብልዐ,V
ኣብሓተ,V
ኣብረረ,V
ኣብረሰ,V
ኣብረዀ,V
ኣብረየ,V
ኣብርሀ,V
ኣብሰለ,V
ኣብቈለ,V
ኣብነተ,V
ኣብነነ,V
ኣብኣሰ,V
ኣብኮረ,V
ኣብዓለ,V
ኣብዓጠ,V
ኣብዝሐ,V
ኣብጽሐ,V
ኣተሃራረፈ,V
ኣተሓላለፈ,V
ኣተሓሓዘ,V
ኣተረኣኣሰ,V
ኣተርከሰ,V
ኣተሳስአ,V
ኣተስአ,V
ኣተስፈወ,V
ኣተባብዐ,V
ኣተንስአ,V
ኣተንብሀ,V
ኣተንከፈ,V
ኣተንፈሰ,V
ኣተኣማመነ,V
ኣተኣሳሰረ,V
ኣተኣታተወ,V
ኣተኮረ,V
ኣተኰረ,V
ኣተኻኸለ,V
ኣተወ,V
ኣተዓራረየ,V
ኣተዓሻሸወ,V
ኣተዓባበየ,V
ኣተፍስሀ,V
ኣታለለ,V
ኣታረፈ,V
ኣትሓተ,V
ኣትሓዘ,V
ኣትመመ,V
ኣትሞመ,V
ኣትረረ,V
ኣትረፈ,V
ኣትከለ,V
ኣትከረ,V
ኣትዓበ,V
ኣነቓቕሐ,V
ኣነኣኣሰ,V
ኣነወረ,V
ኣነዓዓበ,V
ኣነደረ,V
